text,language,label,source
[Venezuelans search for survivors after quakes kill at least 235](https://www.thedailystar.net/news/environment/climate-crisis/natural-disaster/news/venezuelans-search-survivors-after-quakes-kill-least-235-4208806),mixed,0,Telegram
"[The fault in ‘Brazilliance’, and CR7’s evolving character arc](https://www.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news/the-fault-brazilliance-and-cr7s-evolving-character-arc-4208641)",mixed,0,Telegram
[Venezuelans trapped alive after twin quakes kill at least 188](https://www.thedailystar.net/news/world/news/venezuelans-trapped-alive-after-twin-quakes-kill-least-188-4208646),mixed,0,Telegram
[Class 6 student shot outside school in clash between rival groups in Cumilla](https://www.thedailystar.net/news/crime-justice/news/class-6-student-shot-outside-school-clash-between-rival-groups-cumilla-4208401),mixed,0,Telegram
[9 more children die with measles-like symptoms](https://www.thedailystar.net/health/news/9-more-children-die-measles-symptoms-4208386),mixed,1,Telegram
[Death toll from Venezuela twin quakes rises to 164](https://www.thedailystar.net/news/world/news/death-toll-venezuela-twin-quakes-rises-164-4208301),mixed,0,Telegram
"[BMU cancels Prof ABM Abdullah’s emeritus appointment, seeks salary refund](https://www.thedailystar.net/news/healthcare/news/bmu-cancels-prof-abm-abdullahs-emeritus-appointment-seeks-salary-refund-4208321)",mixed,0,Telegram
[Cargo villages should be built outside airports: commerce minister](https://www.thedailystar.net/business/news/cargo-villages-should-be-built-outside-airports-commerce-minister-4208346),mixed,0,Telegram
"[Prove even one taka of corruption, I’ll resign: Hasnat Abdullah](https://www.thedailystar.net/news/the-parliament-watch/parliament/news/prove-even-one-taka-corruption-ill-resign-hasnat-abdullah-4208286)",mixed,0,Telegram
[Some who once rode rickshaws now travel in Prados after ‘selling the July spirit’: BNP MP Akhtaruzzaman](https://www.thedailystar.net/news/the-parliament-watch/parliament/news/some-who-once-rode-rickshaws-now-travel-prados-after-selling-the-july-spirit-bnp-mp-akhtaruzzaman-4208141),mixed,0,Telegram
"[1 more dead as dengue cases cross 5,500](https://www.thedailystar.net/health/disease/news/1-more-dead-dengue-cases-cross-5500-4208086)",mixed,1,Telegram
"[21,988 illegal river occupiers identified nationwide: Shipping minister](https://www.thedailystar.net/news/the-parliament-watch/parliament/news/21988-illegal-river-occupiers-identified-nationwide-shipping-minister-4208116)",mixed,0,Telegram
"[DU student, mother and sister killed in Lakshmipur; suspect beaten to death by mob](https://www.thedailystar.net/news/crime-justice/news/du-student-mother-and-sister-killed-lakshmipur-suspect-beaten-death-mob-4208061)",mixed,0,Telegram
[National taskforce launches anti-dengue drive in Dhaka](https://www.thedailystar.net/news/governance/news/national-taskforce-launches-anti-dengue-drive-dhaka-4208001),mixed,1,Telegram
[Temperatures set to surpass 35C on Thursday for over 100 million in Europe: AFP analysis](https://www.thedailystar.net/news/world/news/temperatures-set-surpass-35c-thursday-over-100-million-europe-afp-analysis-4208026),mixed,0,Telegram
[Hundreds of diagnostic machines non-functional at upazila health complexes: Health minister](https://www.thedailystar.net/news/healthcare/news/hundreds-diagnostic-machines-non-functional-upazila-health-complexes-health-minister-4208031),mixed,1,Telegram
[The final call is still human](https://www.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news/the-final-call-still-human-4207866),mixed,0,Telegram
[PM seeks Chinese support for China-Bangladesh Friendship Hospital](https://www.thedailystar.net/news/bangladesh/diplomacy/news/pm-seeks-chinese-support-china-bangladesh-friendship-hospital-4207906),mixed,0,Telegram
"['Hey Jude', England will be fine](https://www.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news/hey-jude-england-will-be-fine-4207786)",mixed,0,Telegram
"[Rail link with Ctg snapped after engine failure, derailment in Cumilla](https://www.thedailystar.net/news/accidents-fires/news/rail-link-ctg-snapped-after-engine-failure-derailment-cumilla-4207471)",mixed,0,Telegram
"[Banks got Tk 76,000 crore in liquidity support till June 6](https://www.thedailystar.net/business/news/banks-got-tk-76000-crore-liquidity-support-till-june-6-4207416)",mixed,0,Telegram
[2 UPDF activists killed in separate Khagrachhari incidents](https://www.thedailystar.net/news/crime-justice/news/2-updf-activists-killed-separate-khagrachhari-incidents-4207341),mixed,0,Telegram
[Netrokona man sentenced to death for killing wife over dowry](https://www.thedailystar.net/news/crime-justice/news/netrokona-man-sentenced-death-killing-wife-over-dowry-4207306),mixed,0,Telegram
[Two more die of dengue](https://www.thedailystar.net/health/disease/news/two-more-die-dengue-4207256),mixed,1,Telegram
[Family says Tangail youth killed while fighting for Russia](https://www.thedailystar.net/news/bangladesh/news/family-says-tangail-youth-killed-while-fighting-russia-4207266),mixed,0,Telegram
[Bangladesh’s external debt now $78.22 billion: Amir Khosru](https://www.thedailystar.net/news/the-parliament-watch/parliament/news/bangladeshs-external-debt-now-7822-billion-amir-khosru-4207226),mixed,0,Telegram
[Neymar 'can play from halftime or the whole 90 minutes': Ancelotti](https://www.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news/neymar-can-play-halftime-or-the-whole-90-minutes-ancelotti-4207136),mixed,0,Telegram
[Two-year-old drowns in rainwater-filled pit in Gazipur](https://www.thedailystar.net/news/accidents-fires/news/two-year-old-drowns-rainwater-filled-pit-gazipur-4207001),mixed,0,Telegram
[Two killed in pickup-bike collision in Noakhali](https://www.thedailystar.net/news/accidents-fires/news/two-killed-pickup-bike-collision-noakhali-4206591),mixed,0,Telegram
"[Bill placed in parliament to curb gambling, online betting](https://www.thedailystar.net/news/the-parliament-watch/parliament/news/bill-placed-parliament-curb-gambling-online-betting-4206451)",mixed,0,Telegram
[Sri Lanka bans junk food in schools due to health concerns](https://www.thedailystar.net/news/world/news/sri-lanka-bans-junk-food-schools-due-health-concerns-4206401),mixed,0,Telegram
[Nationwide Vitamin A Plus campaign set for June 28](https://www.thedailystar.net/news/healthcare/news/nationwide-vitamin-plus-campaign-set-june-28-4206321),mixed,1,Telegram
"[Bridge collapse in Bhola kills truck driver, injures helper](https://www.thedailystar.net/news/accidents-fires/news/bridge-collapse-bhola-kills-truck-driver-injures-helper-4206346)",mixed,0,Telegram
[16-member task force formed to review maternal and child health situation](https://www.thedailystar.net/news/healthcare/news/16-member-task-force-formed-review-maternal-and-child-health-situation-4206241),mixed,1,Telegram
"[‘If Hasina returns, those who turned FB profiles red will see their lives turn black’](https://www.thedailystar.net/news/the-parliament-watch/parliament/news/if-hasina-returns-those-who-turned-fb-profiles-red-will-see-their-lives-turn-black-4206266)",mixed,0,Telegram
[Mir Shahe Alam to supervise special dengue prevention task force](https://www.thedailystar.net/health/disease/news/mir-shahe-alam-supervise-special-dengue-prevention-task-force-4206221),mixed,1,Telegram
[How schoolteacher turned a hillside in Moulvibazar into a fruit paradise](https://www.thedailystar.net/business/agriculture/news/how-schoolteacher-turned-hillside-moulvibazar-fruit-paradise-4206086),mixed,0,Telegram
"[US waives Iran sanctions, Trump says he will 'do what I have to' if Tehran misbehaves](https://www.thedailystar.net/news/world/news/us-waives-iran-sanctions-trump-says-he-will-do-what-i-have-if-tehran-misbehaves-4206091)",mixed,0,Telegram
[IUB student killed in motorcycle crash on way to watch football match in Old Dhaka](https://www.thedailystar.net/news/accidents-fires/news/iub-student-killed-motorcycle-crash-way-watch-football-match-old-dhaka-4205986),mixed,0,Telegram
[Iran chief negotiator says Hormuz will be administered by Tehran: state media](https://www.thedailystar.net/news/world/news/iran-chief-negotiator-says-hormuz-will-be-administered-tehran-state-media-4205951),mixed,0,Telegram
[Messi still Argentina's centre of gravity two decades on](https://www.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news/messi-still-argentinas-centre-gravity-two-decades-4205816),mixed,0,Telegram
"[13 rights groups urge revision of proposed NHRC Bill, 2026](https://www.thedailystar.net/news/bangladesh/rights/news/13-rights-groups-urge-revision-proposed-nhrc-bill-2026-4205531)",mixed,0,Telegram
[Myanmar army killed over 700 civilians in six months: UN](https://www.thedailystar.net/news/world/news/myanmar-army-killed-over-700-civilians-six-months-un-4205321),mixed,0,Telegram
"[Fire at training centre in India's Lucknow kills at least eight, police say](https://www.thedailystar.net/news/accidents-fires/news/fire-training-centre-indias-lucknow-kills-least-eight-police-say-4205341)",mixed,0,Telegram
[Dengue claims another life; 139 hospitalised in 24 hours](https://www.thedailystar.net/health/disease/news/dengue-claims-another-life-139-hospitalised-24-hours-4205266),mixed,1,Telegram
[From hill fruit to cash crop: Lotkon boom transforms fortunes of Rangpur farmers](https://www.thedailystar.net/news/bangladesh/news/hill-fruit-cash-crop-lotkon-boom-transforms-fortunes-rangpur-farmers-4205191),mixed,0,Telegram
[Who is planting the landmines close to the border?](https://www.thedailystar.net/news/cross-border/news/who-planting-the-landmines-close-the-border-4205186),mixed,0,Telegram
[Starmer announces resignation as UK prime minister](https://www.thedailystar.net/news/world/news/uk-pm-starmer-says-he-will-resign-4205116),mixed,0,Telegram
[Child drowns in drain in Cumilla during heavy rain](https://www.thedailystar.net/news/accidents-fires/news/child-drowns-drain-cumilla-during-heavy-rain-4205121),mixed,0,Telegram
[Serena Williams given Wimbledon singles wildcard](https://www.thedailystar.net/sports/womens-sports/news/serena-williams-given-wimbledon-singles-wildcard-4204891),mixed,0,Telegram
[State power will not be used for revenge: PM Tarique](https://www.thedailystar.net/news/news/state-power-will-not-be-used-revenge-pm-tarique-4204586),mixed,0,Telegram
"[3 students, 3 farmers killed by lightning strikes in Narsingdi and Savar](https://www.thedailystar.net/news/accidents-fires/news/3-students-3-farmers-killed-lightning-strikes-narsingdi-and-savar-4204561)",mixed,0,Telegram
[5 Bangladeshis killed in Qatar road crash](https://www.thedailystar.net/news/accidents-fires/news/5-bangladeshis-killed-qatar-road-crash-4204456),mixed,0,Telegram
"[2 more die of dengue, 220 hospitalised in 24 hours](https://www.thedailystar.net/health/disease/news/2-more-die-dengue-220-hospitalised-24-hours-4204466)",mixed,1,Telegram
"[Cumilla court grants 2-day remand for ex-Shibir leader Jisan in rape, forced abortion case](https://www.thedailystar.net/news/crime-justice/news/cumilla-court-grants-2-day-remand-ex-shibir-leader-jisan-rape-forced-abortion-case-4204371)",mixed,0,Telegram
"[Govt plans to fill 2,879 public service vacancies within 6 months: State minister](https://www.thedailystar.net/news/news/govt-plans-fill-2879-public-service-vacancies-within-6-months-state-minister-4204396)",mixed,0,Telegram
"[3 more children die with suspected measles, toll reaches 680](https://www.thedailystar.net/health/disease/news/3-more-children-die-suspected-measles-toll-reaches-680-4204401)",mixed,1,Telegram
[Rangpur child was raped before being killed: Police say citing initial findings](https://www.thedailystar.net/news/crime-justice/news/rangpur-child-was-raped-being-killed-police-say-citing-initial-findings-4204321),mixed,0,Telegram
[‘We’ll kill you’: Viral video captures threat to police from Gazipur Jubo League rally](https://www.thedailystar.net/news/politics/news/well-kill-you-viral-video-captures-threat-police-gazipur-jubo-league-rally-4204341),mixed,0,Telegram
[Interim govt's negligence behind measles vaccine shortage; no probe needed: PM’s aide](https://www.thedailystar.net/news/healthcare/news/interim-govts-negligence-behind-measles-vaccine-shortage-no-probe-needed-pms-aide-4204281),mixed,1,Telegram
"[Driver, helper killed as truck overturns, catches fire in Kushtia](https://www.thedailystar.net/news/accidents-fires/news/driver-helper-killed-truck-overturns-catches-fire-kushtia-4204236)",mixed,0,Telegram
[Toddler’s body found in bucket; police say 14-year-old confesses killing over ‘jealousy’](https://www.thedailystar.net/news/crime-justice/news/toddlers-body-found-bucket-police-say-14-year-old-confesses-killing-over-jealousy-4204146),mixed,0,Telegram
"[A year after warnings, Teesta erosion returns to threaten bridges and villages](https://www.thedailystar.net/news/bangladesh/news/year-after-warnings-teesta-erosion-returns-threaten-bridges-and-villages-4204126)",mixed,0,Telegram
"[Report says UK PM Starmer ready to quit, but source says he is still focused on the job](https://www.thedailystar.net/news/world/news/report-says-uk-pm-starmer-ready-quit-source-says-he-still-focused-the-job-4204136)",mixed,0,Telegram
[Al Jazeera says Israeli strike kills journalist in Gaza](https://www.thedailystar.net/news/world/middle-east/news/al-jazeera-says-israeli-strike-kills-journalist-gaza-4204081),mixed,0,Telegram
[When will Raphinha be fit again for Brazil?](https://www.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news/when-will-raphinha-be-fit-again-brazil-4204061),mixed,0,Telegram
[The illusion of dominance](https://www.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news/the-illusion-dominance-4203796),mixed,0,Telegram
"সারা দেশে গত ২৪ ঘণ্টায় ডেঙ্গুতে আক্রান্ত হয়ে ১ জনের মৃ'ত্যু হয়েছে। একই সময়ে ১৯৮ জন ডেঙ্গুতে...

বিস্তারিত: https://www.somoynews.tv/news/2026-06-25/OQIy8MQt",mixed,0,Telegram
"একবিংশ শতাব্দীকে প্রযুক্তি ও তথ্যপ্রবাহের যুগ বলা হয়। মানুষের জীবন আজ আগের যেকোনো সময়ের তুলনায় বেশি স্বাচ্ছন্দ্যময়। যোগাযোগ সহজ হয়েছে, চিকিৎসাব্যবস্থা উন্নত হয়েছে, জীবনযাত্রার মান বেড়েছে। কিন্তু বিস্ময়কর হলেও সত্য...


বিস্তারিত: https://www.somoynews.tv/news/2026-06-25/Q7X51EvJ",mixed,0,Telegram
"ফিফা বিশ্বকাপ-২০২৬ চলাকালে নিরাপত্তার স্বার্থে ঢাকা বিশ্ববিদ্যালয় (ঢাবি) ক্যাম্পাসে বহিরাগতদের প্রবেশ ও স্টিকারবিহীন যানবাহনের চলাচল নিয়ন্ত্রিত থাকবে বলে জানিয়েছে বিশ্ববিদ্যালয় কর্তৃপক্ষ।

বিস্তারিত: https://www.somoynews.tv/news/2026-06-24/8HyBsYR5",mixed,0,Telegram
"বুধবার (২২ জুন) স্বাস্থ্য অধিদফতরের হেলথ ইমার্জেন্সি অপারেশন সেন্টার ও কন্ট্রোলরুম থেকে পাঠানো ডেঙ্গু বিষয়ক এক প্রেস বিজ্ঞপ্তিতে এ তথ্য জানানো হয়।

বিস্তারিত : https://www.somoynews.tv/news/2026-06-24/W1YUJW71",mixed,0,Telegram
"প্রধানমন্ত্রীর রাজনৈতিক উপদেষ্টা (মন্ত্রী পদমর্যাদা) মির্জা আব্বাস উদ্দিন আহমেদ (এমপি) শারীরিক অসুস্থতা এবং সংসদে তার অনুপস্থিতির বিষয়ে...


বিস্তারিত: https://www.somoynews.tv/news/2026-06-23/F34KQxCH",mixed,0,Telegram
"প্রত্যক্ষদর্শীরা জানান, বিদ্যালয়ের একটি টিউবওয়েল থেকে পানি পান করার কিছুক্ষণ পর কয়েকজন শিক্ষার্থী অসুস্থ বোধ করতে শুরু করে। পরে একে একে আরও....


বিস্তারিত: https://www.somoynews.tv/news/2026-06-23/J7vOQ3ME",mixed,0,Telegram
"মঙ্গলবার (২৩ জুন) স্বাস্থ্য অধিদফতরের হামবিষয়ক নিয়মিত প্রতিবেদনে এ তথ্য জানানো হয়...

বিস্তারিত : https://www.somoynews.tv/news/2026-06-23/tK4WZsYQ",mixed,0,Telegram
"ডেঙ্গু প্রতিরোধে সমন্বিত ও কার্যকর পদক্ষেপ নিতে স্থানীয় সরকার প্রতিমন্ত্রী মীর শাহে আলমের তত্ত্বাবধানে একটি বিশেষ টাস্কফোর্স গঠনের সিদ্ধান্ত নেওয়া হয়েছে। টাস্কফোর্সটি...

বিস্তারিত : https://www.somoynews.tv/news/2026-06-23/5Dt3306Y",mixed,0,Telegram
"স্থানীয় সরকার, পল্লী উন্নয়ন ও সমবায় মন্ত্রী মির্জা ফখরুল ইসলাম আলমগীর বলেছেন, ডেঙ্গু প্রতিরোধে সংশ্লিষ্ট সব প্রতিষ্ঠানকে সমন্বিতভাবে কাজ করতে হবে। এটি মোকাবিলায় শুধু সরকারি উদ্যোগ নয়...


বিস্তারিত: https://www.somoynews.tv/news/2026-06-23/MEK807sv",mixed,0,Telegram
"অসুস্থ হয়ে চিকিৎসাধীন অবস্থায় কলাবাগান থানা বিএনপি’র যুগ্ম আহ্বায়ক শামীম উল্লাহ চিশতীর মৃত্যুতে গভীর শোক ও দুঃখ প্রকাশ করেছেন সড়ক পরিবহন ও সেতু, রেলপথ এবং নৌপরিবহন মন্ত্রী শেখ রবিউল আলম।


বিস্তারিত: 
 https://www.somoynews.tv/news/2026-06-22/XU4vu8I1",mixed,0,Telegram
"রোববার (২১ জুন) স্বাস্থ্য অধিদফতর থেকে পাঠানো এক বিজ্ঞপ্তিতে এসব তথ্য জানানো হয়েছে।

বিস্তারিত : https://www.somoynews.tv/news/2026-06-21/0T0I9Gy2",mixed,0,Telegram
"সুরমা ব্যবহার নবীজির সুন্নত। এটি চোখে জ্বালাপোড়া নিরাময় করে। পাশাপাশি চোখে প্রবেশকৃত ধুলা ও ক্ষতিকর পদার্থগুলো নিঃসরণে কার্যকর ভূমিকা পালন করে। এ ছাড়া সুরমায় রয়েছে চোখের জন্য ছোঁয়াচে সব ধরনের রোগজীবাণুকে ধ্বংস করার ক্ষমতা  

বিস্তারিত : https://www.somoynews.tv/news/2026-06-20/NCFJNVJC",mixed,0,Telegram
সব মহাদেশেই বার্ড ফ্লুর থাবা: অস্ট্রেলিয়ায় প্রথম সংক্রমণ শনাক্ত,mixed,0,Telegram
"আলজেরিয়ার বিপক্ষে প্রথম গোলটি করার পরই মেসি কান্নায় ভেঙে পড়েন। পরে কান্নার কারণ হিসেবে জানা যায় তার বাবা হোর্হে মেসির শারীরিক অসুস্থতার কথা। এমন সময়েই কি না আর্জেন্টিনার একটি টিভির এক উপস্থাপিকা হোর্হে মেসির মৃ'ত্যু'র গুজব ছড়িয়ে দিলেন  

বিস্তারিত : https://www.somoynews.tv/news/2026-06-19/6wstBEC9",mixed,0,Telegram
"থেমেও যেন থামছে না হামের প্রকোপ। মৃ'ত্যু'র হার কমলেও এখনও গড়ে হাজারের ওপর আক্রান্ত হচ্ছে। তিন মাসেই এ সংখ্যা ছাড়িয়েছে লাখ আর মৃ'ত্যু হয়েছে সাড়ে ছয়শর বেশি শিশুর। বিশ্লেষকরা বলছেন, নতুন কোনো ধরন নয়, পুরোনো বি-৩ ধরনেই দেশে হাম এই ভয়াবহতা ছড়িয়েছে।
বিস্তারিত : https://www.somoynews.tv/news/2026-06-19/BwTV88QN",mixed,0,Telegram
"বৃহস্পতিবার রাত ৯টায় রাজধানীর বাংলাদেশ স্পেশালাইজড হাসপাতালে চিকিৎসাধীন অবস্থায়...


বিস্তারিত: 
https://www.somoynews.tv/news/2026-06-19/AEGUQJT8",mixed,0,Telegram
"আদা, শসা ও লেবু মিশিয়ে রাতে ভিজিয়ে রাখা পানি সকালে বা দিনের যেকোনো সময় পান করলে শরীর কিছু উপকার পেতে পারে। তবে এটি কোনো অলৌকিক পানীয় নয়, বরং স্বাস্থ্যকর খাদ্যাভ্যাসের...

বিস্তারিত:https://www.somoynews.tv/news/2026-06-19/ZL7xK5Az",mixed,0,Telegram
"রাজধানীর পূর্ব শেওড়াপাড়ায় ইটের আঘাতে মোটরসাইকেল থেকে পড়ে গুরুতর আ'হ'ত সাজিদ চৌধুরী রাফি টানা সাত দিন ধরে ঢাকা মেডিকেল কলেজ হাসপাতালের আইসিইউতে অচেতন রয়েছেন। তবে পুলিশ বলছে, এটি ছি'ন'তা'ই নয়...


বিস্তারিত:
https://www.somoynews.tv/news/2026-06-19/sIKCVHIM",mixed,0,Telegram
"বৃহস্পতিবার (১৮ জুন) বিকেলে স্বাস্থ্য অধিদফতরের হেলথ ইমার্জেন্সি অপারেশন সেন্টার ও কন্ট্রোল রুম থেকে প্রকাশিত সর্বশেষ প্রতিবেদনে এসব তথ্য জানা গেছে  

বিস্তারিত : https://www.somoynews.tv/news/2026-06-18/zyDP7IyQ",mixed,0,Telegram
"গুরুতর অসুস্থ হয়ে রাজধানীর স্কয়ার হাসপাতালে ভর্তি প্রবীণ চিত্রশিল্পী, নাট্যব্যক্তিত্ব মুস্তাফা মনোয়ার


বিস্তারিত: https://www.somoynews.tv/news/2026-06-18/T0MwU1YO",mixed,0,Telegram
"রাজধানীর আদ-দ্বীন হাসপাতালে ছয় শিশুর মৃ'ত্যু প্রসঙ্গে স্বাস্থ্যমন্ত্রী সরদার মো. সাখাওয়াত হোসেন বলেছেন, ‘ছয় শিশুকে অবহেলায় মে'রে ফেলবে, আর কর্তৃপক্ষকে আঙুল দেখিয়ে শান্তিতে ঘুমাবে, তা হবে না। তাদের অবশ্যই শাস্তি পেতে হবে’।



বিস্তারিত: https://www.somoynews.tv/news/2026-06-16/5XEx7R0Q",mixed,0,Telegram
"দেশে ডেঙ্গু জ্বরে আক্রান্ত হয়ে গত ২৪ ঘণ্টায় আরও একজনের মৃ'ত্যু হয়েছে। এ সময় দেশের বিভিন্ন হাসপাতালে ...


বিস্তারিত: https://www.somoynews.tv/news/2026-06-16/x5UC9XR3",mixed,0,Telegram
"গত শনিবার স্বাস্থ্যমন্ত্রী বলেন, আদ্‌-দ্বীন হাসপাতাল কোটি কোটি টাকা নিয়ে ঘুরেছে, কিন্তু লাইসেন্স...  

বিস্তারিত :
https://www.somoynews.tv/news/2026-06-15/uwTSDBJS",mixed,0,Telegram
"প্রতিবেদনে দাবি করা হয়, মার্কিন প্রেসিডেন্ট এক ফোনকলে বলেছিলেন, ‘সব ইহুদি’ ই'স'রা'ই'লে'র প্রধানমন্ত্রী বেনিয়ামিন নেতানিয়াহুর ওপর বিরক্ত এবং হু'ম'কি দিয়েছিলেন যে...

বিস্তারিত:https://www.somoynews.tv/news/2026-06-24/P2FUWuXM",mixed,0,Telegram
"টানা তাপপ্রবাহে জনজীবন যখন ওষ্ঠাগত, তখন ফার্মেসিগুলোতে ওষুধের গুণগত মান নিয়ে একধরনের শঙ্কা তৈরি হয়েছে। মাত্রাতিরিক্ত তাপমাত্রার কারণে ফার্মেসিগুলোতে...


বিস্তারিত: https://www.somoynews.tv/news/2026-06-16/MROA3T4N",mixed,0,Telegram
"রাজধানীর ধানমন্ডিতে নাফিসা তাবাসসুম ধীপ্রা নামে এক চিকিৎসকের মৃ'ত্যু'র ঘটনায় চারজনের বিরুদ্ধে মামলার আবেদন...


বিস্তারিত: https://www.somoynews.tv/news/2026-06-16/HLYuIXL6",mixed,0,Telegram
[Hill communities oppose move to bring them under income tax net](https://www.thedailystar.net/news/bangladesh/news/hill-communities-oppose-move-bring-them-under-income-tax-net-4210546),mixed,0,Telegram
[TIB launches project to ensure transparency in reproductive health services](https://www.thedailystar.net/news/news/tib-launches-project-ensure-transparency-reproductive-health-services-4210506),mixed,0,Telegram
[‘Why do you link every issue to party ideology?’ Health minister asks Jamaat MPs](https://www.thedailystar.net/news/the-parliament-watch/parliament/news/why-do-you-link-every-issue-party-ideology-health-minister-asks-jamaat-mps-4210376),mixed,0,Telegram
"[Saudi Aramco helicopter crash kills 14, state news agency says](https://www.thedailystar.net/news/world/news/saudi-aramco-helicopter-crash-kills-14-state-news-agency-says-4210371)",mixed,0,Telegram
[4 new suspected measles deaths push combined toll to 712](https://www.thedailystar.net/health/disease/news/4-new-suspected-measles-deaths-push-combined-toll-712-4210336),mixed,1,Telegram
[Civilian plane crash kills 11 in eastern France: local authorities](https://www.thedailystar.net/news/world/news/civilian-plane-crash-kills-11-eastern-france-local-authorities-4210356),mixed,0,Telegram
[Three Pakistani troops killed in terror attack in Karachi](https://www.thedailystar.net/news/asia/south-asia/news/three-pakistani-troops-killed-terror-attack-karachi-4210126),mixed,0,Telegram
[Vitamin A Plus campaign starts today with 2.4 crore child target](https://www.thedailystar.net/health/news/itamin-plus-campaign-starts-today-24-crore-child-target-4210136),mixed,1,Telegram
"[Austria draw with Algeria in thriller to reach knockout stage, Iran eliminated](https://www.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news/austria-draw-algeria-thriller-reach-knockout-stage-iran-eliminated-4210106)",mixed,0,Telegram
[BMU justifies cancellation of Prof ABM Abdullah’s lifetime emeritus appointment](https://www.thedailystar.net/health/news/bmu-justifies-cancellation-prof-abm-abdullahs-lifetime-emeritus-appointment-4209591),mixed,0,Telegram
[‘Forest robber’ killed in ‘gunfight’ with Coast Guard in Khulna](https://www.thedailystar.net/news/crime-justice/news/forest-robber-killed-gunfight-coast-guard-khulna-4209541),mixed,0,Telegram
[Six more die of suspected measles in 24 hours](https://www.thedailystar.net/health/disease/news/six-more-die-suspected-measles-24-hours-4209476),mixed,1,Telegram
[‘Who killed the intellectuals?’: BNP MP questions Jamaat’s role in 1971](https://www.thedailystar.net/news/the-parliament-watch/parliament/news/who-killed-the-intellectuals-bnp-mp-questions-jamaats-role-1971-4209491),mixed,0,Telegram
[World Cup waiting room: Who can still squeeze into the knockouts?](https://www.thedailystar.net/sports/sports-special/fifa-world-cup-2026/news/world-cup-waiting-room-who-can-still-squeeze-the-knockouts-4209381),mixed,0,Telegram
[Pilot killed when small plane crashed into Beijing skyscraper: authorities](https://www.thedailystar.net/news/asia/china/news/pilot-killed-when-small-plane-crashed-beijing-skyscraper-authorities-4209376),mixed,0,Telegram
[DGHS survey flags eight Chattogram wards as high-risk for dengue](https://www.thedailystar.net/news/bangladesh/news/dghs-survey-flags-eight-chattogram-wards-high-risk-dengue-4209301),mixed,1,Telegram
"[Venezuela earthquakes kill 920, tens of thousands missing](https://www.thedailystar.net/news/world/news/venezuela-earthquakes-kill-920-tens-thousands-missing-4209181)",mixed,0,Telegram
[Two killed in overnight fire at Katabon's Al Baraka Tower](https://www.thedailystar.net/news/accidents-fires/news/two-killed-overnight-fire-katabons-al-baraka-tower-4209191),mixed,0,Telegram
"জনপ্রিয় চিকিৎসক ও দাম্পত্য পরামর্শক দম্পতি ডা. সুষমা রেজা এবং ডা. সায়েদুল আশরাফ কুশল তাদের দীর্ঘ ২০ বছরের বৈবাহিক জীবনের ইতি টেনেছেন। ডা. সুষমা রেজা শনিবার (২৭ জুন) ফেসবুকে একটি পোস্টের নিজেদের বিচ্ছেদের ঘোষণা দেন। 
বিস্তারিত : [www.somoynews.tv/news/2026-06-28/X1Fz0Y1t](http://www.somoynews.tv/news/2026-06-28/X1Fz0Y1t?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBExNnJjeW5yRHVySVdZdllFbnNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR7KLSDuA-6KsWCgcNlsrq8x3FhwV5joFwkSWyaIBP9B5XVsBKp68tQm0E3maw_aem_PDxBzqlFrr9c9LluisZ3Hg)",mixed,0,Telegram
"রোববার (২৮ জুন) রাজধানীর আবু সাঈদ ইন্টারন্যাশনাল কনভেনশন সেন্টারে দেশব্যাপী ভিটামিন ‘এ’ প্লাস ক্যাম্পেইনের প্রথম রাউন্ড উদ্বোধন করে স্বাস্থ্যমন্ত্রী সরদার মো. সাখাওয়াত হোসেন এ কথা বলেন।

বিস্তারিত : https://www.somoynews.tv/news/2026-06-28/FU15JOUP",mixed,0,Telegram
"শনিবার (২৭ জুন) স্বাস্থ্য অধিদফতরের হেলথ ইমার্জেন্সি অপারেশন সেন্টার ও কন্ট্রোল রুম থেকে পাঠানো এক সংবাদ বিজ্ঞপ্তিতে এ তথ্য জানানো হয়...

বিস্তারিত :  https://www.somoynews.tv/news/2026-06-27/B0UuZL0J",mixed,0,Telegram
Achha doctor ja khachhe bomi hoye uthe jachhe. Gaye jor jor lagche. Ei tao ki dengue symptom?,mixed,1,YouTube
ডাক্তারের অবস্থা ও অনেক খারাপ দেখা যায়,mixed,0,YouTube
"আমার তিন দিন ধরে জ্বর,,গা ব্যথা ও সর্দি কাশি এবং অনেক গলা ব্যথা,, এখন আমার কি ডেঙ্গু হয়েছে,,😢😢",mixed,0,YouTube
নেগেটিভ হলে ডেঙ্গু হবে না এই কথা মনে করার কোন ভিত্তি নেই তাহলে টেস্ট করানোর কোন ভিত্তি আছে ব্যবসা ছাড়া কিছুই নয়,mixed,0,YouTube
Amar sordi kashijor ❤❤❤❤amar oisob lokhon ami paini allah tmi maf koro,mixed,1,YouTube
